run_id,emb_dim,num_filters,kernel_size,class_weight,dense_units,dropout_rate,epochs,batch_size,accuracy,precision,recall,f1_score
286,32,128,8,FALSE,32,0.5,20,16,0.849462366,0.83639047,0.849462366,0.832770097
287,32,128,8,FALSE,32,0.8,10,16,0.64516129,0.506859716,0.64516129,0.558915229
288,32,128,8,FALSE,32,0.8,20,16,0.677419355,0.60341556,0.677419355,0.609443399
289,64,32,3,TRUE,16,0,10,16,0.698924731,0.77124936,0.698924731,0.677920288
290,64,32,3,TRUE,16,0,20,16,0.741935484,0.80632629,0.741935484,0.751755971
291,64,32,3,TRUE,16,0.5,10,16,0.52688172,0.469948574,0.52688172,0.475809593
292,64,32,3,TRUE,16,0.5,20,16,0.623655914,0.830103693,0.623655914,0.639802808
293,64,32,3,TRUE,16,0.8,10,16,0.591397849,0.509207762,0.591397849,0.528947818
294,64,32,3,TRUE,16,0.8,20,16,0.47311828,0.368402648,0.47311828,0.392904701
295,64,32,3,TRUE,32,0,10,16,0.698924731,0.784950891,0.698924731,0.718493921
296,64,32,3,TRUE,32,0,20,16,0.731182796,0.767921147,0.731182796,0.734308677
297,64,32,3,TRUE,32,0.5,10,16,0.666666667,0.547183128,0.666666667,0.598755151
298,64,32,3,TRUE,32,0.5,20,16,0.720430108,0.75310559,0.720430108,0.720433628
299,64,32,3,TRUE,32,0.8,10,16,0.52688172,0.591326901,0.52688172,0.504124559
300,64,32,3,TRUE,32,0.8,20,16,0.752688172,0.784374447,0.752688172,0.753227401
301,64,32,3,FALSE,16,0,10,16,0.677419355,0.621370318,0.677419355,0.626296925
302,64,32,3,FALSE,16,0,20,16,0.806451613,0.797979798,0.806451613,0.791911618
303,64,32,3,FALSE,16,0.5,10,16,0.688172043,0.591554384,0.688172043,0.618224806
304,64,32,3,FALSE,16,0.5,20,16,0.709677419,0.59509663,0.709677419,0.639341413
305,64,32,3,FALSE,16,0.8,10,16,0.591397849,0.467689226,0.591397849,0.493932779
306,64,32,3,FALSE,16,0.8,20,16,0.655913978,0.521000873,0.655913978,0.567781415
307,64,32,3,FALSE,32,0,10,16,0.720430108,0.637443333,0.720430108,0.664268482
308,64,32,3,FALSE,32,0,20,16,0.784946237,0.781724369,0.784946237,0.768430736
309,64,32,3,FALSE,32,0.5,10,16,0.655913978,0.517494453,0.655913978,0.574112162
310,64,32,3,FALSE,32,0.5,20,16,0.76344086,0.720591913,0.76344086,0.720232154
311,64,32,3,FALSE,32,0.8,10,16,0.591397849,0.46969697,0.591397849,0.485654254
312,64,32,3,FALSE,32,0.8,20,16,0.64516129,0.517074324,0.64516129,0.567609933
313,64,32,8,TRUE,16,0,10,16,0.688172043,0.773275853,0.688172043,0.707694333
314,64,32,8,TRUE,16,0,20,16,0.795698925,0.82235023,0.795698925,0.796509415
315,64,32,8,TRUE,16,0.5,10,16,0.612903226,0.625274367,0.612903226,0.585971988
316,64,32,8,TRUE,16,0.5,20,16,0.731182796,0.818874819,0.731182796,0.748546197
317,64,32,8,TRUE,16,0.8,10,16,0.430107527,0.389349718,0.430107527,0.388398367
318,64,32,8,TRUE,16,0.8,20,16,0.537634409,0.768027459,0.537634409,0.524571086
319,64,32,8,TRUE,32,0,10,16,0.634408602,0.829195873,0.634408602,0.672797485
320,64,32,8,TRUE,32,0,20,16,0.817204301,0.848944644,0.817204301,0.82606128
321,64,32,8,TRUE,32,0.5,10,16,0.655913978,0.716031281,0.655913978,0.655221123
322,64,32,8,TRUE,32,0.5,20,16,0.752688172,0.745252566,0.752688172,0.742907619
323,64,32,8,TRUE,32,0.8,10,16,0.602150538,0.768786482,0.602150538,0.625267826
324,64,32,8,TRUE,32,0.8,20,16,0.741935484,0.76626117,0.741935484,0.725537249
325,64,32,8,FALSE,16,0,10,16,0.688172043,0.580389145,0.688172043,0.620552033
326,64,32,8,FALSE,16,0,20,16,0.849462366,0.82674673,0.849462366,0.829188196
327,64,32,8,FALSE,16,0.5,10,16,0.698924731,0.600571041,0.698924731,0.629735048
328,64,32,8,FALSE,16,0.5,20,16,0.698924731,0.586468531,0.698924731,0.627475803
329,64,32,8,FALSE,16,0.8,10,16,0.677419355,0.531407263,0.677419355,0.589046437
330,64,32,8,FALSE,16,0.8,20,16,0.655913978,0.546911238,0.655913978,0.57909774
331,64,32,8,FALSE,32,0,10,16,0.709677419,0.625760938,0.709677419,0.655785538
332,64,32,8,FALSE,32,0,20,16,0.860215054,0.883382852,0.860215054,0.852895566
333,64,32,8,FALSE,32,0.5,10,16,0.677419355,0.600124913,0.677419355,0.616260956
334,64,32,8,FALSE,32,0.5,20,16,0.817204301,0.780656023,0.817204301,0.782807261
335,64,32,8,FALSE,32,0.8,10,16,0.677419355,0.577956989,0.677419355,0.603345281
336,64,32,8,FALSE,32,0.8,20,16,0.709677419,0.626339491,0.709677419,0.65734903
337,64,64,3,TRUE,16,0,10,16,0.634408602,0.800576037,0.634408602,0.658913353
338,64,64,3,TRUE,16,0,20,16,0.602150538,0.465693804,0.602150538,0.512804947
339,64,64,3,TRUE,16,0.5,10,16,0.569892473,0.695996835,0.569892473,0.579117074
340,64,64,3,TRUE,16,0.5,20,16,0.688172043,0.727889315,0.688172043,0.68798197
341,64,64,3,TRUE,16,0.8,10,16,0.408602151,0.230122596,0.408602151,0.28948824
342,64,64,3,TRUE,16,0.8,20,16,0.666666667,0.763749882,0.666666667,0.645344544
343,64,64,3,TRUE,32,0,10,16,0.731182796,0.820162218,0.731182796,0.7449226
344,64,64,3,TRUE,32,0,20,16,0.720430108,0.806357291,0.720430108,0.741385722
345,64,64,3,TRUE,32,0.5,10,16,0.698924731,0.717165463,0.698924731,0.681522324
346,64,64,3,TRUE,32,0.5,20,16,0.655913978,0.757774364,0.655913978,0.67320517
347,64,64,3,TRUE,32,0.8,10,16,0.698924731,0.722184092,0.698924731,0.653717903
348,64,64,3,TRUE,32,0.8,20,16,0.774193548,0.76427356,0.774193548,0.768087799
349,64,64,3,FALSE,16,0,10,16,0.698924731,0.61800386,0.698924731,0.647232402
350,64,64,3,FALSE,16,0,20,16,0.827956989,0.831867058,0.827956989,0.813461757
351,64,64,3,FALSE,16,0.5,10,16,0.666666667,0.574287469,0.666666667,0.599536958
352,64,64,3,FALSE,16,0.5,20,16,0.698924731,0.584109916,0.698924731,0.626763917
353,64,64,3,FALSE,16,0.8,10,16,0.537634409,0.336044679,0.537634409,0.400477897
354,64,64,3,FALSE,16,0.8,20,16,0.666666667,0.567255021,0.666666667,0.589550643
355,64,64,3,FALSE,32,0,10,16,0.741935484,0.704954016,0.741935484,0.702007473
356,64,64,3,FALSE,32,0,20,16,0.817204301,0.815693302,0.817204301,0.800382044
357,64,64,3,FALSE,32,0.5,10,16,0.688172043,0.589520396,0.688172043,0.619994115
358,64,64,3,FALSE,32,0.5,20,16,0.698924731,0.618593245,0.698924731,0.645072241
359,64,64,3,FALSE,32,0.8,10,16,0.666666667,0.523041388,0.666666667,0.580758345
360,64,64,3,FALSE,32,0.8,20,16,0.698924731,0.63240212,0.698924731,0.647650557
361,64,64,8,TRUE,16,0,10,16,0.709677419,0.860681254,0.709677419,0.749126782
362,64,64,8,TRUE,16,0,20,16,0.849462366,0.849510439,0.849462366,0.844627363
363,64,64,8,TRUE,16,0.5,10,16,0.580645161,0.803199429,0.580645161,0.598889284
364,64,64,8,TRUE,16,0.5,20,16,0.774193548,0.797885606,0.774193548,0.773300909
365,64,64,8,TRUE,16,0.8,10,16,0.451612903,0.568622868,0.451612903,0.480897775
366,64,64,8,TRUE,16,0.8,20,16,0.623655914,0.825177627,0.623655914,0.645515241
367,64,64,8,TRUE,32,0,10,16,0.752688172,0.815770609,0.752688172,0.771516836
368,64,64,8,TRUE,32,0,20,16,0.88172043,0.916038397,0.88172043,0.886674343
369,64,64,8,TRUE,32,0.5,10,16,0.774193548,0.796594982,0.774193548,0.755925283
370,64,64,8,TRUE,32,0.5,20,16,0.806451613,0.82368754,0.806451613,0.799402628
371,64,64,8,TRUE,32,0.8,10,16,0.440860215,0.421501334,0.440860215,0.389392227
372,64,64,8,TRUE,32,0.8,20,16,0.752688172,0.775169907,0.752688172,0.752773371
373,64,64,8,FALSE,16,0,10,16,0.76344086,0.715033365,0.76344086,0.72287941
374,64,64,8,FALSE,16,0,20,16,0.903225806,0.910906298,0.903225806,0.896662995
375,64,64,8,FALSE,16,0.5,10,16,0.752688172,0.652424071,0.752688172,0.688875417
376,64,64,8,FALSE,16,0.5,20,16,0.774193548,0.700380981,0.774193548,0.725508319
377,64,64,8,FALSE,16,0.8,10,16,0.634408602,0.503324503,0.634408602,0.550638789
378,64,64,8,FALSE,16,0.8,20,16,0.731182796,0.61328725,0.731182796,0.655687908
379,64,64,8,FALSE,32,0,10,16,0.827956989,0.83625731,0.827956989,0.810364284
380,64,64,8,FALSE,32,0,20,16,0.870967742,0.878680015,0.870967742,0.868190352
381,64,64,8,FALSE,32,0.5,10,16,0.698924731,0.60551283,0.698924731,0.63084839
382,64,64,8,FALSE,32,0.5,20,16,0.827956989,0.83625731,0.827956989,0.810364284
383,64,64,8,FALSE,32,0.8,10,16,0.688172043,0.637864823,0.688172043,0.621273699
384,64,64,8,FALSE,32,0.8,20,16,0.720430108,0.608764493,0.720430108,0.649160022
385,64,128,3,TRUE,16,0,10,16,0.602150538,0.801558855,0.602150538,0.601543965
386,64,128,3,TRUE,16,0,20,16,0.806451613,0.869941349,0.806451613,0.818396384
387,64,128,3,TRUE,16,0.5,10,16,0.580645161,0.46172043,0.580645161,0.502870078
388,64,128,3,TRUE,16,0.5,20,16,0.795698925,0.838331625,0.795698925,0.799684225
389,64,128,3,TRUE,16,0.8,10,16,0.537634409,0.456798363,0.537634409,0.480804277
390,64,128,3,TRUE,16,0.8,20,16,0.774193548,0.824953064,0.774193548,0.767506866
391,64,128,3,TRUE,32,0,10,16,0.548387097,0.812083973,0.548387097,0.560912777
392,64,128,3,TRUE,32,0,20,16,0.817204301,0.863720151,0.817204301,0.826657545
393,64,128,3,TRUE,32,0.5,10,16,0.741935484,0.756531004,0.741935484,0.736831002
394,64,128,3,TRUE,32,0.5,20,16,0.774193548,0.774131751,0.774193548,0.769762138
395,64,128,3,TRUE,32,0.8,10,16,0.709677419,0.695681857,0.709677419,0.673367114
396,64,128,3,TRUE,32,0.8,20,16,0.688172043,0.762822269,0.688172043,0.66436968
397,64,128,3,FALSE,16,0,10,16,0.655913978,0.536021505,0.655913978,0.58455523
398,64,128,3,FALSE,16,0,20,16,0.827956989,0.816646754,0.827956989,0.809886171
399,64,128,3,FALSE,16,0.5,10,16,0.709677419,0.629432694,0.709677419,0.657514959
400,64,128,3,FALSE,16,0.5,20,16,0.774193548,0.719701606,0.774193548,0.73073713
401,64,128,3,FALSE,16,0.8,10,16,0.537634409,0.34908222,0.537634409,0.406156723
402,64,128,3,FALSE,16,0.8,20,16,0.634408602,0.576937338,0.634408602,0.56016385
403,64,128,3,FALSE,32,0,10,16,0.76344086,0.715381226,0.76344086,0.720403917
404,64,128,3,FALSE,32,0,20,16,0.860215054,0.862550983,0.860215054,0.855378753
405,64,128,3,FALSE,32,0.5,10,16,0.655913978,0.525345622,0.655913978,0.576960097
406,64,128,3,FALSE,32,0.5,20,16,0.784946237,0.757404263,0.784946237,0.753291082
407,64,128,3,FALSE,32,0.8,10,16,0.602150538,0.565263806,0.602150538,0.527738455
408,64,128,3,FALSE,32,0.8,20,16,0.655913978,0.549783758,0.655913978,0.570033956
409,64,128,8,TRUE,16,0,10,16,0.731182796,0.875222382,0.731182796,0.761955176
410,64,128,8,TRUE,16,0,20,16,0.860215054,0.865281049,0.860215054,0.855916466
411,64,128,8,TRUE,16,0.5,10,16,0.752688172,0.81975099,0.752688172,0.746339998
412,64,128,8,TRUE,16,0.5,20,16,0.849462366,0.877016556,0.849462366,0.85168547
413,64,128,8,TRUE,16,0.8,10,16,0.451612903,0.717610306,0.451612903,0.435620253
414,64,128,8,TRUE,16,0.8,20,16,0.76344086,0.782841305,0.76344086,0.761394223
415,64,128,8,TRUE,32,0,10,16,0.806451613,0.863791835,0.806451613,0.815852147
416,64,128,8,TRUE,32,0,20,16,0.903225806,0.903584229,0.903225806,0.899675713
417,64,128,8,TRUE,32,0.5,10,16,0.720430108,0.802399372,0.720430108,0.7456561
418,64,128,8,TRUE,32,0.5,20,16,0.827956989,0.873050812,0.827956989,0.83540796
419,64,128,8,TRUE,32,0.8,10,16,0.634408602,0.779763599,0.634408602,0.597304873
420,64,128,8,TRUE,32,0.8,20,16,0.752688172,0.814047033,0.752688172,0.765205046
421,64,128,8,FALSE,16,0,10,16,0.827956989,0.819661821,0.827956989,0.805355833
422,64,128,8,FALSE,16,0,20,16,0.849462366,0.849647757,0.849462366,0.846446027
423,64,128,8,FALSE,16,0.5,10,16,0.784946237,0.722073227,0.784946237,0.733893226
424,64,128,8,FALSE,16,0.5,20,16,0.752688172,0.65578597,0.752688172,0.690877122
425,64,128,8,FALSE,16,0.8,10,16,0.666666667,0.587654752,0.666666667,0.612187368
426,64,128,8,FALSE,16,0.8,20,16,0.623655914,0.562401296,0.623655914,0.539072039
427,64,128,8,FALSE,32,0,10,16,0.806451613,0.765170992,0.806451613,0.773741888
428,64,128,8,FALSE,32,0,20,16,0.870967742,0.871087216,0.870967742,0.867068208
429,64,128,8,FALSE,32,0.5,10,16,0.752688172,0.705723646,0.752688172,0.708965132
430,64,128,8,FALSE,32,0.5,20,16,0.827956989,0.818061399,0.827956989,0.809482954
431,64,128,8,FALSE,32,0.8,10,16,0.677419355,0.656682028,0.677419355,0.621911998
432,64,128,8,FALSE,32,0.8,20,16,0.784946237,0.728404589,0.784946237,0.741199437
